user_id	venue_id	type	utc
171958	4ba4c2cdf964a52086b238e3	Gym	Tue Apr 03 18:07:30 +0000 2012
233937	4ba4c2cdf964a52086b238e3	Gym	Wed Apr 11 18:03:45 +0000 2012
131232	4ba4c2cdf964a52086b238e3	Gym	Sat Apr 14 15:30:17 +0000 2012
11243	4ba4c2cdf964a52086b238e3	Gym	Mon Jul 09 17:08:13 +0000 2012
216344	4ba4c2cdf964a52086b238e3	Gym	Thu Mar 14 19:54:35 +0000 2013
156777	4ba4c2cdf964a52086b238e3	Gym	Thu May 09 08:10:53 +0000 2013
14058	4ba4c2cdf964a52086b238e3	Gym	Tue May 28 16:54:50 +0000 2013
111144	4ba4c2cdf964a52086b238e3	Gym	Tue May 28 17:34:19 +0000 2013
255248	4ba4c2cdf964a52086b238e3	Gym	Tue May 28 17:37:57 +0000 2013
87334	4b98ab0bf964a520c64a35e3	Train Station	Tue Apr 03 18:09:03 +0000 2012
154186	4b98ab0bf964a520c64a35e3	Train Station	Sun Apr 08 11:05:44 +0000 2012
193784	4b98ab0bf964a520c64a35e3	Train Station	Tue Apr 10 07:51:49 +0000 2012
102978	4b98ab0bf964a520c64a35e3	Train Station	Wed Apr 11 07:09:44 +0000 2012
168014	4b98ab0bf964a520c64a35e3	Train Station	Wed Apr 11 11:15:44 +0000 2012
134333	4b98ab0bf964a520c64a35e3	Train Station	Sun Apr 15 14:29:25 +0000 2012
263486	4b98ab0bf964a520c64a35e3	Train Station	Mon Apr 16 08:10:28 +0000 2012
23658	4b98ab0bf964a520c64a35e3	Train Station	Mon Apr 16 11:07:05 +0000 2012
154304	4b98ab0bf964a520c64a35e3	Train Station	Mon Apr 16 14:16:51 +0000 2012
33890	4b98ab0bf964a520c64a35e3	Train Station	Mon Apr 16 16:38:03 +0000 2012
43625	4b98ab0bf964a520c64a35e3	Train Station	Wed Apr 25 16:16:37 +0000 2012
126921	4b98ab0bf964a520c64a35e3	Train Station	Thu Apr 26 11:29:00 +0000 2012
42547	4b98ab0bf964a520c64a35e3	Train Station	Fri May 04 08:41:53 +0000 2012
96000	4b98ab0bf964a520c64a35e3	Train Station	Sun May 06 18:07:21 +0000 2012
104248	4b98ab0bf964a520c64a35e3	Train Station	Mon May 07 08:55:08 +0000 2012
121469	4b98ab0bf964a520c64a35e3	Train Station	Sun May 13 06:20:09 +0000 2012
20238	4b98ab0bf964a520c64a35e3	Train Station	Mon May 14 16:05:35 +0000 2012
18468	4b98ab0bf964a520c64a35e3	Train Station	Fri May 18 12:52:39 +0000 2012
216557	4b98ab0bf964a520c64a35e3	Train Station	Sat May 19 06:55:50 +0000 2012
138669	4b98ab0bf964a520c64a35e3	Train Station	Mon May 21 11:58:49 +0000 2012
172599	4b98ab0bf964a520c64a35e3	Train Station	Mon May 21 17:11:30 +0000 2012
80873	4b98ab0bf964a520c64a35e3	Train Station	Thu May 24 06:41:03 +0000 2012
255587	4b98ab0bf964a520c64a35e3	Train Station	Fri May 25 18:46:36 +0000 2012
58892	4b98ab0bf964a520c64a35e3	Train Station	Fri May 25 19:05:53 +0000 2012
18258	4b98ab0bf964a520c64a35e3	Train Station	Sat May 26 09:23:42 +0000 2012
149051	4b98ab0bf964a520c64a35e3	Train Station	Sun May 27 11:08:37 +0000 2012
24277	4b98ab0bf964a520c64a35e3	Train Station	Mon Jun 04 08:08:02 +0000 2012
63111	4b98ab0bf964a520c64a35e3	Train Station	Wed Jun 06 16:18:47 +0000 2012
149383	4b98ab0bf964a520c64a35e3	Train Station	Sun Jun 10 12:07:46 +0000 2012
172468	4b98ab0bf964a520c64a35e3	Train Station	Tue Jun 12 10:31:24 +0000 2012
113269	4b98ab0bf964a520c64a35e3	Train Station	Thu Jun 14 06:49:44 +0000 2012
4666	4b98ab0bf964a520c64a35e3	Train Station	Sun Jul 08 19:25:26 +0000 2012
144292	4b98ab0bf964a520c64a35e3	Train Station	Wed Jul 11 08:00:18 +0000 2012
102977	4b98ab0bf964a520c64a35e3	Train Station	Wed Jul 11 21:08:53 +0000 2012
169899	4b98ab0bf964a520c64a35e3	Train Station	Sat Jul 14 09:38:33 +0000 2012
152952	4b98ab0bf964a520c64a35e3	Train Station	Sun Jul 15 15:56:54 +0000 2012
48625	4b98ab0bf964a520c64a35e3	Train Station	Tue Jul 17 05:29:25 +0000 2012
154165	4b98ab0bf964a520c64a35e3	Train Station	Mon Jul 30 05:13:19 +0000 2012
224484	4b98ab0bf964a520c64a35e3	Train Station	Sun Aug 05 18:17:27 +0000 2012
160493	4b98ab0bf964a520c64a35e3	Train Station	Sun Aug 05 18:17:59 +0000 2012
112842	4b98ab0bf964a520c64a35e3	Train Station	Thu Sep 13 11:36:09 +0000 2012
181710	4b98ab0bf964a520c64a35e3	Train Station	Fri Oct 12 05:21:57 +0000 2012
78177	4b98ab0bf964a520c64a35e3	Train Station	Wed Oct 17 11:44:09 +0000 2012
41015	4b98ab0bf964a520c64a35e3	Train Station	Mon Oct 22 17:47:52 +0000 2012
46828	4b98ab0bf964a520c64a35e3	Train Station	Fri Oct 26 15:36:35 +0000 2012
62932	4b98ab0bf964a520c64a35e3	Train Station	Sat Oct 27 08:45:37 +0000 2012
207954	4b98ab0bf964a520c64a35e3	Train Station	Wed Oct 31 12:59:54 +0000 2012
239766	4b98ab0bf964a520c64a35e3	Train Station	Thu Nov 01 17:16:21 +0000 2012
52738	4b98ab0bf964a520c64a35e3	Train Station	Fri Nov 02 05:43:11 +0000 2012
11012	4b98ab0bf964a520c64a35e3	Train Station	Fri Nov 02 13:41:12 +0000 2012
34244	4b98ab0bf964a520c64a35e3	Train Station	Wed Nov 07 08:39:36 +0000 2012
99977	4b98ab0bf964a520c64a35e3	Train Station	Thu Nov 15 18:28:04 +0000 2012
131508	4b98ab0bf964a520c64a35e3	Train Station	Fri Nov 16 09:54:04 +0000 2012
224550	4b98ab0bf964a520c64a35e3	Train Station	Fri Nov 23 06:25:12 +0000 2012
69157	4b98ab0bf964a520c64a35e3	Train Station	Fri Nov 23 07:46:18 +0000 2012
143028	4b98ab0bf964a520c64a35e3	Train Station	Sat Nov 24 17:31:11 +0000 2012
55129	4b98ab0bf964a520c64a35e3	Train Station	Tue Nov 27 17:42:43 +0000 2012
252128	4b98ab0bf964a520c64a35e3	Train Station	Wed Dec 05 17:23:17 +0000 2012
30399	4b98ab0bf964a520c64a35e3	Train Station	Fri Dec 07 19:48:45 +0000 2012
