user_id	venue_id	type	utc
139977	4cd834967d4546886f7aeaed	Gym	Tue Apr 03 18:00:12 +0000 2012
3684	4cdd4372d54954813f4246b2	Bus Station	Tue Apr 03 18:01:41 +0000 2012
104821	4cdd4372d54954813f4246b2	Bus Station	Mon Feb 11 12:14:42 +0000 2013
86453	4adcdac8f964a520f55321e3	Road	Tue Apr 03 18:09:23 +0000 2012
31348	4adcdac8f964a520f55321e3	Road	Sat Apr 14 16:51:57 +0000 2012
154186	4adcdac8f964a520f55321e3	Road	Sun Apr 15 18:02:43 +0000 2012
54452	4adcdac8f964a520f55321e3	Road	Tue Apr 17 15:31:25 +0000 2012
154516	4adcdac8f964a520f55321e3	Road	Sun Apr 22 16:09:05 +0000 2012
45348	4adcdac8f964a520f55321e3	Road	Tue Apr 24 11:15:40 +0000 2012
80902	4adcdac8f964a520f55321e3	Road	Sat Apr 28 23:01:47 +0000 2012
23364	4adcdac8f964a520f55321e3	Road	Sat May 12 16:56:29 +0000 2012
75823	4adcdac8f964a520f55321e3	Road	Sat May 19 09:20:02 +0000 2012
154639	4adcdac8f964a520f55321e3	Road	Wed May 23 19:23:38 +0000 2012
26138	4adcdac8f964a520f55321e3	Road	Tue Jun 05 12:34:34 +0000 2012
26998	4adcdac8f964a520f55321e3	Road	Sun Jun 10 16:16:42 +0000 2012
109979	4adcdac8f964a520f55321e3	Road	Mon Jul 02 15:52:24 +0000 2012
224656	4adcdac8f964a520f55321e3	Road	Wed Jul 04 10:29:00 +0000 2012
92236	4adcdac8f964a520f55321e3	Road	Sun Jul 08 09:20:50 +0000 2012
81923	4adcdac8f964a520f55321e3	Road	Fri Jul 13 08:15:48 +0000 2012
12711	4adcdac8f964a520f55321e3	Road	Sun Jul 15 09:39:16 +0000 2012
164909	4adcdac8f964a520f55321e3	Road	Mon Jul 16 12:49:10 +0000 2012
5046	4adcdac8f964a520f55321e3	Road	Sun Aug 05 16:09:19 +0000 2012
87479	4adcdac8f964a520f55321e3	Road	Sun Sep 09 16:13:38 +0000 2012
67813	4adcdac8f964a520f55321e3	Road	Thu Sep 13 16:45:14 +0000 2012
3481	4adcdac8f964a520f55321e3	Road	Fri Sep 14 21:42:13 +0000 2012
51693	4adcdac8f964a520f55321e3	Road	Fri Oct 19 19:33:08 +0000 2012
165148	4adcdac8f964a520f55321e3	Road	Thu Oct 25 19:54:31 +0000 2012
23503	4adcdac8f964a520f55321e3	Road	Sat Nov 17 11:22:26 +0000 2012
223496	4adcdac8f964a520f55321e3	Road	Tue Dec 04 17:40:42 +0000 2012
69283	4adcdac8f964a520f55321e3	Road	Fri Dec 07 19:55:40 +0000 2012
134985	4adcdac8f964a520f55321e3	Road	Sun Dec 09 17:26:04 +0000 2012
120230	4adcdac8f964a520f55321e3	Road	Sat Dec 15 17:47:21 +0000 2012
140492	4adcdac8f964a520f55321e3	Road	Sat Dec 29 17:49:46 +0000 2012
23095	4adcdac8f964a520f55321e3	Road	Sun Dec 30 16:06:27 +0000 2012
9280	4adcdac8f964a520f55321e3	Road	Sun Jan 06 14:12:45 +0000 2013
106727	4adcdac8f964a520f55321e3	Road	Sat Jan 12 16:10:44 +0000 2013
210527	4adcdac8f964a520f55321e3	Road	Thu Jan 17 12:30:53 +0000 2013
50362	4adcdac8f964a520f55321e3	Road	Sun Jan 27 14:34:21 +0000 2013
153313	4adcdac8f964a520f55321e3	Road	Mon Feb 11 15:09:50 +0000 2013
227004	4adcdac8f964a520f55321e3	Road	Sat Feb 16 13:03:02 +0000 2013
124372	4adcdac8f964a520f55321e3	Road	Thu Mar 28 08:49:07 +0000 2013
229700	4adcdac8f964a520f55321e3	Road	Thu Mar 28 11:01:15 +0000 2013
103575	4adcdac8f964a520f55321e3	Road	Tue Apr 02 06:32:46 +0000 2013
38355	4adcdac8f964a520f55321e3	Road	Sun Apr 07 09:31:13 +0000 2013
47332	4adcdac8f964a520f55321e3	Road	Mon Apr 29 17:27:14 +0000 2013
79001	4adcdac8f964a520f55321e3	Road	Sun May 19 12:17:00 +0000 2013
51174	4adcdac8f964a520f55321e3	Road	Wed May 29 08:59:14 +0000 2013
40151	4adcdac8f964a520f55321e3	Road	Sat Jun 01 13:19:54 +0000 2013
254826	4adcdac8f964a520f55321e3	Road	Tue Jun 18 21:36:10 +0000 2013
149157	4adcdac8f964a520f55321e3	Road	Sun Jul 14 18:23:56 +0000 2013
80602	4adcdac8f964a520f55321e3	Road	Sun Jul 28 16:26:44 +0000 2013
142834	4adcdac8f964a520f55321e3	Road	Thu Aug 08 13:02:23 +0000 2013
27374	4adcdac8f964a520f55321e3	Road	Tue Aug 20 10:37:51 +0000 2013
245326	4adcdac8f964a520f55321e3	Road	Thu Sep 05 09:04:07 +0000 2013
240658	4c892fa497828cfae73ba2aa	Japanese Restaurant	Tue Apr 03 18:12:13 +0000 2012
229991	4c892fa497828cfae73ba2aa	Japanese Restaurant	Sun May 19 19:18:27 +0000 2013
171962	4adcdad1f964a520275621e3	Multiplex	Tue Apr 03 18:13:41 +0000 2012
42858	4adcdad1f964a520275621e3	Multiplex	Sat Apr 07 13:06:54 +0000 2012
12783	4adcdad1f964a520275621e3	Multiplex	Sat Apr 07 22:45:15 +0000 2012
40151	4adcdad1f964a520275621e3	Multiplex	Mon Apr 09 17:21:13 +0000 2012
