user_id	venue_id	type	utc
6418	4ba7c3eef964a52068b139e3	Train Station	Tue Apr 03 18:05:54 +0000 2012
16594	4ba7c3eef964a52068b139e3	Train Station	Fri Apr 06 14:01:30 +0000 2012
230944	4ba7c3eef964a52068b139e3	Train Station	Sat Apr 07 19:56:24 +0000 2012
53892	4ba7c3eef964a52068b139e3	Train Station	Sun Apr 08 08:57:44 +0000 2012
19385	4ba7c3eef964a52068b139e3	Train Station	Mon Apr 09 15:10:15 +0000 2012
168014	4ba7c3eef964a52068b139e3	Train Station	Fri Apr 13 08:52:51 +0000 2012
189089	4ba7c3eef964a52068b139e3	Train Station	Fri Apr 13 16:42:46 +0000 2012
87754	4ba7c3eef964a52068b139e3	Train Station	Thu Apr 19 10:45:28 +0000 2012
6560	4ba7c3eef964a52068b139e3	Train Station	Fri Apr 20 05:31:30 +0000 2012
210421	4ba7c3eef964a52068b139e3	Train Station	Sun Apr 22 15:43:08 +0000 2012
17579	4ba7c3eef964a52068b139e3	Train Station	Fri Apr 27 16:38:36 +0000 2012
3634	4ba7c3eef964a52068b139e3	Train Station	Fri May 04 11:12:35 +0000 2012
255587	4ba7c3eef964a52068b139e3	Train Station	Fri May 04 15:52:52 +0000 2012
72292	4ba7c3eef964a52068b139e3	Train Station	Sat May 05 12:15:41 +0000 2012
908	4ba7c3eef964a52068b139e3	Train Station	Mon May 07 18:35:18 +0000 2012
105194	4ba7c3eef964a52068b139e3	Train Station	Thu May 10 18:31:58 +0000 2012
147031	4ba7c3eef964a52068b139e3	Train Station	Fri May 11 19:13:44 +0000 2012
40983	4ba7c3eef964a52068b139e3	Train Station	Sat May 19 17:48:12 +0000 2012
225729	4ba7c3eef964a52068b139e3	Train Station	Mon May 21 15:44:05 +0000 2012
59311	4ba7c3eef964a52068b139e3	Train Station	Tue May 29 16:48:12 +0000 2012
188999	4ba7c3eef964a52068b139e3	Train Station	Fri Jun 08 16:39:17 +0000 2012
66495	4ba7c3eef964a52068b139e3	Train Station	Sun Jun 17 05:46:16 +0000 2012
11486	4ba7c3eef964a52068b139e3	Train Station	Wed Jun 27 08:13:51 +0000 2012
14098	4ba7c3eef964a52068b139e3	Train Station	Wed Jun 27 08:21:28 +0000 2012
8207	4ba7c3eef964a52068b139e3	Train Station	Wed Jun 27 08:36:01 +0000 2012
54809	4ba7c3eef964a52068b139e3	Train Station	Thu Jul 05 17:03:42 +0000 2012
136846	4ba7c3eef964a52068b139e3	Train Station	Thu Jul 05 18:32:45 +0000 2012
87039	4ba7c3eef964a52068b139e3	Train Station	Thu Jul 12 10:36:07 +0000 2012
152952	4ba7c3eef964a52068b139e3	Train Station	Sun Jul 15 14:15:08 +0000 2012
107907	4ba7c3eef964a52068b139e3	Train Station	Tue Jul 24 14:34:41 +0000 2012
59133	4ba7c3eef964a52068b139e3	Train Station	Mon Jul 30 14:12:25 +0000 2012
103462	4ba7c3eef964a52068b139e3	Train Station	Fri Sep 14 21:44:46 +0000 2012
207888	4ba7c3eef964a52068b139e3	Train Station	Sat Sep 15 06:30:14 +0000 2012
6633	4ba7c3eef964a52068b139e3	Train Station	Mon Oct 08 11:21:39 +0000 2012
19788	4ba7c3eef964a52068b139e3	Train Station	Tue Oct 16 12:24:39 +0000 2012
12947	4ba7c3eef964a52068b139e3	Train Station	Wed Oct 24 18:42:07 +0000 2012
55129	4ba7c3eef964a52068b139e3	Train Station	Sat Oct 27 08:05:53 +0000 2012
41427	4ba7c3eef964a52068b139e3	Train Station	Wed Oct 31 08:00:44 +0000 2012
96641	4ba7c3eef964a52068b139e3	Train Station	Wed Oct 31 09:03:27 +0000 2012
13009	4ba7c3eef964a52068b139e3	Train Station	Thu Nov 01 06:31:26 +0000 2012
13783	4ba7c3eef964a52068b139e3	Train Station	Mon Nov 05 10:53:34 +0000 2012
19061	4ba7c3eef964a52068b139e3	Train Station	Sun Nov 18 07:53:25 +0000 2012
177124	4ba7c3eef964a52068b139e3	Train Station	Thu Nov 22 18:19:19 +0000 2012
210473	4ba7c3eef964a52068b139e3	Train Station	Mon Dec 03 12:27:14 +0000 2012
10793	4ba7c3eef964a52068b139e3	Train Station	Sun Dec 09 08:34:05 +0000 2012
86311	4ba7c3eef964a52068b139e3	Train Station	Sun Dec 16 10:03:25 +0000 2012
244580	4ba7c3eef964a52068b139e3	Train Station	Wed Dec 19 07:16:04 +0000 2012
136876	4ba7c3eef964a52068b139e3	Train Station	Wed Dec 19 13:41:23 +0000 2012
22246	4ba7c3eef964a52068b139e3	Train Station	Fri Dec 21 21:41:13 +0000 2012
27636	4ba7c3eef964a52068b139e3	Train Station	Sat Dec 22 03:44:36 +0000 2012
35362	4ba7c3eef964a52068b139e3	Train Station	Sun Dec 23 07:56:49 +0000 2012
218635	4ba7c3eef964a52068b139e3	Train Station	Fri Dec 28 06:13:23 +0000 2012
87625	4ba7c3eef964a52068b139e3	Train Station	Tue Jan 01 17:51:25 +0000 2013
250692	4ba7c3eef964a52068b139e3	Train Station	Sat Jan 05 11:41:04 +0000 2013
27275	4ba7c3eef964a52068b139e3	Train Station	Fri Jan 25 17:37:35 +0000 2013
24890	4ba7c3eef964a52068b139e3	Train Station	Sun Jan 27 18:26:43 +0000 2013
156406	4ba7c3eef964a52068b139e3	Train Station	Wed Feb 06 11:09:25 +0000 2013
5165	4ba7c3eef964a52068b139e3	Train Station	Wed Feb 06 12:41:17 +0000 2013
202563	4ba7c3eef964a52068b139e3	Train Station	Wed Feb 06 16:37:12 +0000 2013
129669	4ba7c3eef964a52068b139e3	Train Station	Mon Feb 18 18:31:22 +0000 2013
8874	4ba7c3eef964a52068b139e3	Train Station	Tue Feb 19 12:18:12 +0000 2013
93505	4ba7c3eef964a52068b139e3	Train Station	Sun Feb 24 18:51:13 +0000 2013
266596	4ba7c3eef964a52068b139e3	Train Station	Mon Feb 25 17:05:30 +0000 2013
235274	4ba7c3eef964a52068b139e3	Train Station	Sat Mar 16 21:35:24 +0000 2013
2540	4ba7c3eef964a52068b139e3	Train Station	Thu Mar 28 19:08:26 +0000 2013
4503	4ba7c3eef964a52068b139e3	Train Station	Sat Mar 30 13:02:33 +0000 2013
98064	4ba7c3eef964a52068b139e3	Train Station	Sat Apr 06 09:09:09 +0000 2013
113414	4ba7c3eef964a52068b139e3	Train Station	Sat Apr 06 19:12:36 +0000 2013
4370	4ba7c3eef964a52068b139e3	Train Station	Mon Apr 08 12:48:24 +0000 2013
34640	4ba7c3eef964a52068b139e3	Train Station	Thu Apr 18 16:14:50 +0000 2013
74999	4ba7c3eef964a52068b139e3	Train Station	Mon Apr 22 04:24:49 +0000 2013
119739	4ba7c3eef964a52068b139e3	Train Station	Tue May 07 17:46:35 +0000 2013
256586	4ba7c3eef964a52068b139e3	Train Station	Sun May 12 10:38:01 +0000 2013
137649	4ba7c3eef964a52068b139e3	Train Station	Wed Jun 05 10:54:34 +0000 2013
243747	4ba7c3eef964a52068b139e3	Train Station	Fri Jun 07 14:38:00 +0000 2013
252671	4ba7c3eef964a52068b139e3	Train Station	Fri Jun 14 15:48:01 +0000 2013
191044	4ba7c3eef964a52068b139e3	Train Station	Mon Jul 22 07:38:31 +0000 2013
149051	4ba7c3eef964a52068b139e3	Train Station	Thu Jul 25 09:47:50 +0000 2013
204878	4ba7c3eef964a52068b139e3	Train Station	Mon Aug 05 18:39:11 +0000 2013
174695	4ba7c3eef964a52068b139e3	Train Station	Mon Sep 02 04:31:17 +0000 2013
91841	4ddb47e2b0fb97d348c40b63	Park	Tue Apr 03 18:18:20 +0000 2012
201097	4f4e46bbe4b0b0a21560f3bd	Elementary School	Tue Apr 03 18:22:09 +0000 2012
138435	4e0ecac38877936cb4094e98	Hotel	Tue Apr 03 18:24:33 +0000 2012
2540	4e95c7ba6da1161254aa3f9a	Gym / Fitness Center	Tue Apr 03 18:27:19 +0000 2012
136846	4f401e2de4b0f7b458bbe24a	Diner	Tue Apr 03 18:32:05 +0000 2012
54809	4cda40996ad1a093df39e556	Home (private)	Tue Apr 03 18:35:33 +0000 2012
135269	4c482df90f5aa5932c448076	Chinese Restaurant	Tue Apr 03 19:02:55 +0000 2012
228534	4c482df90f5aa5932c448076	Chinese Restaurant	Sun May 13 20:40:54 +0000 2012
4503	4c482df90f5aa5932c448076	Chinese Restaurant	Tue May 29 18:15:12 +0000 2012
95295	4c482df90f5aa5932c448076	Chinese Restaurant	Sun Aug 12 19:48:39 +0000 2012
5165	4c482df90f5aa5932c448076	Chinese Restaurant	Thu Feb 14 11:16:26 +0000 2013
2540	4e3699641838f85189b27d49	Home (private)	Tue Apr 03 19:12:55 +0000 2012
53892	4cd032e47f56a1431f7dcca6	Sushi Restaurant	Tue Apr 03 19:30:43 +0000 2012
109715	4ca0f6750e9bb1f7abc8fc5f	Home (private)	Tue Apr 03 19:46:33 +0000 2012
86482	4d4e616bdeabf04d620ac224	Home (private)	Tue Apr 03 20:05:40 +0000 2012
57818	4f2d33fbbe77e68ed4a53575	Gift Shop	Tue Apr 03 20:13:08 +0000 2012
28	4f2d33fbbe77e68ed4a53575	Gift Shop	Mon Jun 11 11:51:39 +0000 2012
172015	4bd882edf645c9b66d1ea8e0	Brewery	Tue Apr 03 20:14:26 +0000 2012
122275	4bd882edf645c9b66d1ea8e0	Brewery	Tue Apr 03 20:41:30 +0000 2012
45118	4bd882edf645c9b66d1ea8e0	Brewery	Sat Mar 16 21:57:37 +0000 2013
2540	4bd882edf645c9b66d1ea8e0	Brewery	Sat May 11 22:16:36 +0000 2013
57818	4f185f95e4b0aa5609289f4f	Women's Store	Tue Apr 03 20:15:05 +0000 2012
57818	4f0edaf2e4b03684a5bd7973	Clothing Store	Tue Apr 03 20:17:50 +0000 2012
57818	4c0e3f8a7189c9280c20d8b6	Ice Cream Shop	Tue Apr 03 20:18:33 +0000 2012
238539	4c0e3f8a7189c9280c20d8b6	Ice Cream Shop	Fri Nov 23 14:57:35 +0000 2012
27275	4c0e3f8a7189c9280c20d8b6	Ice Cream Shop	Mon Apr 22 21:27:01 +0000 2013
57818	4d03a1de54d0236a3c1eead5	Road	Tue Apr 03 20:19:00 +0000 2012
72292	4d03a1de54d0236a3c1eead5	Road	Mon Apr 16 16:10:18 +0000 2012
77832	4d03a1de54d0236a3c1eead5	Road	Thu Apr 19 10:53:11 +0000 2012
6418	4d03a1de54d0236a3c1eead5	Road	Sat Apr 28 08:24:26 +0000 2012
19061	4d03a1de54d0236a3c1eead5	Road	Thu Jul 12 06:41:36 +0000 2012
149051	4d03a1de54d0236a3c1eead5	Road	Tue Jul 24 16:55:55 +0000 2012
21353	4d03a1de54d0236a3c1eead5	Road	Sat Oct 27 19:49:22 +0000 2012
69157	4d03a1de54d0236a3c1eead5	Road	Mon Nov 05 19:56:06 +0000 2012
35362	4d03a1de54d0236a3c1eead5	Road	Sat Dec 15 11:14:57 +0000 2012
5165	4d03a1de54d0236a3c1eead5	Road	Sun Feb 17 16:23:55 +0000 2013
78352	4d03a1de54d0236a3c1eead5	Road	Wed Aug 28 09:08:36 +0000 2013
57818	4f4fb81ae4b05c40d6ee392b	Cosmetics Shop	Tue Apr 03 20:19:46 +0000 2012
57818	4f6602fde4b03a7ce25b5997	Bed & Breakfast	Tue Apr 03 20:20:48 +0000 2012
168014	4f6602fde4b03a7ce25b5997	Bed & Breakfast	Thu Apr 12 13:11:48 +0000 2012
57818	4de12050ae605835c464843c	Soup Place	Tue Apr 03 20:21:38 +0000 2012
28	4de12050ae605835c464843c	Soup Place	Fri Jun 08 16:44:32 +0000 2012
100930	4de12050ae605835c464843c	Soup Place	Fri Oct 19 19:43:39 +0000 2012
264745	4de12050ae605835c464843c	Soup Place	Wed Oct 24 19:20:07 +0000 2012
229406	4de12050ae605835c464843c	Soup Place	Wed Oct 24 19:23:33 +0000 2012
201573	4de12050ae605835c464843c	Soup Place	Fri Nov 02 13:08:09 +0000 2012
78352	4de12050ae605835c464843c	Soup Place	Sat May 11 11:55:44 +0000 2013
204878	4de12050ae605835c464843c	Soup Place	Wed Aug 21 10:53:42 +0000 2013
39056	4ea5e5a5823194acfb7dd340	Home (private)	Tue Apr 03 20:28:53 +0000 2012
27527	4bec4cbe75b2c9b6754a438d	Italian Restaurant	Tue Apr 03 20:41:01 +0000 2012
8874	4bec4cbe75b2c9b6754a438d	Italian Restaurant	Wed May 16 09:51:32 +0000 2012
134155	4bec4cbe75b2c9b6754a438d	Italian Restaurant	Wed Jul 24 20:12:00 +0000 2013
155855	4d8a3ee2f607a093a464fb86	Plaza	Tue Apr 03 21:05:25 +0000 2012
2540	4d8a3ee2f607a093a464fb86	Plaza	Wed May 09 06:51:33 +0000 2012
264028	4d8a3ee2f607a093a464fb86	Plaza	Mon May 28 15:01:44 +0000 2012
28	4d8a3ee2f607a093a464fb86	Plaza	Tue Jul 17 16:52:53 +0000 2012
8150	4d8a3ee2f607a093a464fb86	Plaza	Fri Jan 11 08:41:07 +0000 2013
57818	4b6f0a69f964a520ded82ce3	Cocktail Bar	Tue Apr 03 21:16:11 +0000 2012
172015	4b6f0a69f964a520ded82ce3	Cocktail Bar	Sat Aug 18 22:59:31 +0000 2012
57818	4bedb3c4a40fc928695f820c	Italian Restaurant	Tue Apr 03 21:17:32 +0000 2012
126859	4bedb3c4a40fc928695f820c	Italian Restaurant	Sat Mar 16 23:22:54 +0000 2013
8874	4bedb3c4a40fc928695f820c	Italian Restaurant	Mon May 20 18:49:51 +0000 2013
41288	4bedb3c4a40fc928695f820c	Italian Restaurant	Tue May 21 19:28:16 +0000 2013
57818	4d8600dd40a7a35d77d42bbe	Plaza	Tue Apr 03 21:18:16 +0000 2012
201097	4babe05df964a52053d13ae3	Pub	Tue Apr 03 21:20:18 +0000 2012
40983	4babe05df964a52053d13ae3	Pub	Tue Apr 10 16:09:01 +0000 2012
255553	4babe05df964a52053d13ae3	Pub	Sat Apr 14 19:28:38 +0000 2012
135269	4f4e8a18e4b0128c5e5d173c	Nightclub	Tue Apr 03 21:36:06 +0000 2012
45314	4f4e8a18e4b0128c5e5d173c	Nightclub	Sat Apr 07 13:16:06 +0000 2012
40983	4f4e8a18e4b0128c5e5d173c	Nightclub	Sun Apr 08 20:52:47 +0000 2012
230944	4f4e8a18e4b0128c5e5d173c	Nightclub	Sun Apr 08 22:50:24 +0000 2012
238539	4f4e8a18e4b0128c5e5d173c	Nightclub	Thu May 10 20:14:40 +0000 2012
147161	4f4e8a18e4b0128c5e5d173c	Nightclub	Sat Jun 09 21:35:58 +0000 2012
27636	4f4e8a18e4b0128c5e5d173c	Nightclub	Sun May 12 01:02:03 +0000 2013
57818	4cd01fda7f56a1436cefcba6	Salon / Barbershop	Tue Apr 03 22:12:17 +0000 2012
